Name_ID ,Name_OfficialCombined,Name_Official,,Name_FirstName,Name_ForwardName,Name_DateExpression,Name_BirthDateFilter,Name_DeathDateFilter,Name_Type,Name_KressInstitutionType,Name_InstitutionStatus,Name_Location,Name_LocationFilter,Name_InstitutionWeb,Name_Nationality ,Name_NationalityFilter,Name_ULANID,Name_ULANURI,Name_VIAFID,Name_VIAFURI,Name_LCCNID,Name_LCCNURI,Name_WikipediaURL,Name_TMSID,Name_InternalNote,Name_RelatedObjectID,Name_RelatedAcquisitionID,Name_RelatedDocumentID,Name_RelatedObjectID (previous attribution),,,
NAM0711,"Master IAC. URB., active 16th century",Master IAC. URB.,Master IAC. URB.,,Master IAC. URB.,active 16th century,1500,1599,Artist,,,,,,Italian,Italian,,,,,,,,2177,,,,,,,,
NAM0712,"Master IO.F.F., active 1468/1484",Master IO.F.F.,Master IO.F.F.,,Master IO.F.F.,active 1468/1484,1448,1494,Artist,,,,,,Bolognese,Italian,,,,,,,,2180,,,,,,,,
NAM0713,"Master M.A.S., active mid 17th century",Master M.A.S.,Master M.A.S.,,Master M.A.S.,active mid 17th century,1625,1675,Artist,,,,,,Italian,Italian,,,,,,,,2183,,,,,,,,
NAM0714,"Master M.C., active c. 1500",Master M.C.,Master M.C.,,Master M.C.,active c. 1500,1475,1515,Artist,,,,,,Italian,Italian,,,,,,,,2184,,,,,,,,
NAM0715,"Master M.P., active first quarter 16th century",Master M.P.,Master M.P.,,Master M.P.,active first quarter 16th century,1480,1535,Artist,,,,,,German,German,,,,,,,,2185,,,,,,,,
NAM0716,"Master of Città di Castello, active c. 1305-1320",Master of Città di Castello,Master of Città di Castello,,Master of Città di Castello,active c. 1305-1320,1285,1330,Artist,,,,,,Italian,Italian,500012538,http://vocab.getty.edu/page/ulan/500012538,95757587,http://viaf.org/viaf/95757587,,,,38622,,,,,,,,
NAM0717,"Master of Coriolanus, active c. 1500",Master of Coriolanus,Master of Coriolanus,,Master of Coriolanus,active c. 1500,1475,1515,Artist,,,,,,Italian,Italian,,,,,,,,2174,,,,,,,,
NAM0719,"Master of Heiligenkreuz, active c. 1395-1420",Master of Heiligenkreuz,Master of Heiligenkreuz,,Master of Heiligenkreuz,active c. 1395-1420,1475,1430,Artist,,,,,,Austrian,Austrian,500014746,http://vocab.getty.edu/page/ulan/500014746,95771406; 73631278,http://viaf.org/viaf/95771406; http://viaf.org/viaf/73631278,no2007051676,http://id.loc.gov/authorities/names/no2007051676,,1695,,,,,,,,
NAM0720,"Master of Retascón, active c. 1420",Master of Retascón,Master of Retascón,,Master of Retascón,active c. 1420,1400,1430,Artist,,,,,,Spanish,Spanish,500024869,http://vocab.getty.edu/page/ulan/500024869,95834749,http://viaf.org/viaf/95834749,,,,35887,,,,,,,,
NAM0721,"Master of Saint Francis, active third quarter 13th century",Master of Saint Francis,Master of Saint Francis,,Master of Saint Francis,active third quarter 13th century,1225,1285,Artist,,,,,,Umbrian,Italian,500030602,http://vocab.getty.edu/page/ulan/500030602,95870369,http://viaf.org/viaf/95870369,,,,1700,,,,,,,,
NAM0722,"Master of Saint Giles, active c. 1500",Master of Saint Giles,Master of Saint Giles,,Master of Saint Giles,active c. 1500,1475,1515,Artist,,,,,,Franco-Flemish,Flemish,500005863,http://vocab.getty.edu/page/ulan/500005863,25466989,http://viaf.org/viaf/25466989,,,,1702,,,,,,,,
NAM0723,"Master of Saint Veronica, active c. 1395/1420",Master of Saint Veronica,Master of Saint Veronica,,Master of Saint Veronica,active c. 1395/1420,1375,1430,Artist,,,,,,German,German,500027235,http://vocab.getty.edu/page/ulan/500027235,22937495,http://viaf.org/viaf/22937495,,,,1704,,,,,,,,
NAM0724,"Master of San Jacopo a Muciano, active c. 1400",Master of San Jacopo a Muciano,Master of San Jacopo a Muciano,,Master of San Jacopo a Muciano,active c. 1400,1375,1410,Artist,,,,,,Italian,Italian,500012045,http://vocab.getty.edu/page/ulan/500012045,95754530,http://viaf.org/viaf/95754530,,,,,,,,,,,,
NAM0725,"Master of San Martino Alla Palma, active 1325-1350",Master of San Martino Alla Palma,Master of San Martino Alla Palma,,Master of San Martino Alla Palma,active 1325-1350,1305,1360,Artist,,,,,,Italian,Italian,500003186,http://vocab.getty.edu/page/ulan/500003186,95700006,http://viaf.org/viaf/95700006,,,,,,,,,,,,
NAM0726,"Master of San Torpé, active c. 1290-c. 1320",Master of San Torpé,Master of San Torpé,,Master of San Torpé,active c. 1290-c. 1320,1265,1335,Artist,,,,,,Italian,Italian,500019539,http://vocab.getty.edu/page/ulan/500019539,95801278,http://viaf.org/viaf/95801278,,,,36934,,,,,,,,
NAM0727,"Master of the Apollini Sacrum, active 1480-1500",Master of the Apollini Sacrum,Master of the Apollini Sacrum,,Master of the Apollini Sacrum,active 1480-1500,1455,1510,Artist,,,,,,Italian,Italian,500120306,http://vocab.getty.edu/page/ulan/500120306,96568935; 13463055,http://viaf.org/viaf/96568935; http://viaf.org/viaf/13463055,no2010095972,http://id.loc.gov/authorities/names/no2010095972,,36464,alt: Master of Marradi,,,,,,,
NAM0728,"Master of the Apollo and Daphne Legend, active c. 1480-1510",Master of the Apollo and Daphne Legend,Master of the Apollo and Daphne Legend,,Master of the Apollo and Daphne Legend,active c. 1480-1510,1455,1520,Artist,,,,,,Italian,Italian,500016730,http://vocab.getty.edu/page/ulan/500016730,95783788,http://viaf.org/viaf/95783788,,,,35640,,,,,,,,
NAM0729,"Master of the Bambino Vispo, active early 15th century",Master of the Bambino Vispo,Master of the Bambino Vispo,,Master of the Bambino Vispo,active early 15th century,1380,1435,Artist,,,,,,Florentine,Italian,500114958,http://vocab.getty.edu/page/ulan/500114958,96536456,http://viaf.org/viaf/96536456,,,,12977,,,,,2559;3378,,,
NAM0730,"Master of the Blessed Clare of Rimini, active c. 1340-1345",Master of the Blessed Clare of Rimini,Master of the Blessed Clare of Rimini,,Master of the Blessed Clare of Rimini,active c. 1340-1345,1315,1355,Artist,,,,,,Italian,Italian,500018388,http://vocab.getty.edu/page/ulan/500018388,95793912,http://viaf.org/viaf/95793912,,,,,,,,,,,,
NAM0731,"Master of the Brunswick Diptych, active c. 1480-1510",Master of the Brunswick Diptych,Master of the Brunswick Diptych,,Master of the Brunswick Diptych,active c. 1480-1510,1455,1520,Artist,,,,,,Flemish,Flemish,500005312,http://vocab.getty.edu/page/ulan/500005312,95713248,http://viaf.org/viaf/95713248,,,,35888,alt: Braunschweig Diptych,,,,,,,
NAM0732,"Master of the Catholic Kings, active c. 1485/1500",Master of the Catholic Kings,Master of the Catholic Kings,,Master of the Catholic Kings,active c. 1485/1500,1460,1510,Artist,,,,,,Spanish,Spanish,500018918,http://vocab.getty.edu/page/ulan/500018918,95797396,http://viaf.org/viaf/95797396,,,,1698,alt: Master of the Retable of the Reyes Católicos,,,,,,,
NAM0733,"Master of the David and Saint John Statuettes, active late 15th century-early 16th century",Master of the David and Saint John Statuettes,Master of the David and Saint John Statuettes,,Master of the David and Saint John Statuettes,active late 15th century-early 16th century,1450,1535,Artist,,,,,,Florentine,Italian,500054165,http://vocab.getty.edu/page/ulan/500054165,96041540,http://viaf.org/viaf/96041540,,,,5769,,,,,,,,
NAM0734,"Master of the Dossale Correr, active 1390-1430",Master of the Dossale Correr,Master of the Dossale Correr,,Master of the Dossale Correr,active 1390-1430,1370,1440,Artist,,,,,,Italian,Italian,500157948,http://vocab.getty.edu/page/ulan/500157948,126574587,http://viaf.org/viaf/126574587,,,,35866,,,,,,,,
NAM0735,"Master of the Franciscan Crucifixes, active 1260s and 1270s",Master of the Franciscan Crucifixes,Master of the Franciscan Crucifixes,,Master of the Franciscan Crucifixes,active 1260s and 1270s,1240,1290,Artist,,,,,,Umbrian,Italian,500046407,http://vocab.getty.edu/page/ulan/500046407,95987458,http://viaf.org/viaf/95987458,,,,1693,,,,,,,,
NAM0736,"Master of the Greenville Tondo, active 1500-1510",Master of the Greenville Tondo,Master of the Greenville Tondo,,Master of the Greenville Tondo,active 1500-1510,1475,1525,Artist,,,,,,Umbrian,Italian,500050916,http://vocab.getty.edu/page/ulan/500050916,96021430,http://viaf.org/viaf/96021430,,,,,,,,,,,,
NAM0737,"Master of the Griselda Legend, active early 1490s",Master of the Griselda Legend,Master of the Griselda Legend,,Master of the Griselda Legend,active early 1490s,1470,1510,Artist,,,,,,Umbrian-Sienese,Italian,500020654,http://vocab.getty.edu/page/ulan/500020654,18083466,http://viaf.org/viaf/18083466,,,,1694,,,,,,,,
NAM0738,"Master of the Jarves Cassoni, active c. 1415/1417-1465",Master of the Jarves Cassoni,Master of the Jarves Cassoni,,Master of the Jarves Cassoni,active c. 1415/1417-1465,1390,1465,Artist,,,,,,Florentine,Italian,500019165,http://vocab.getty.edu/page/ulan/500019165,95798943,http://viaf.org/viaf/95798943,nr91029160,http://id.loc.gov/authorities/names/nr91029160,,12917,alt: Apollonio di Giovanni ,,,,,,,
NAM0739,"Master of the Lathorp Tondo, 1500-1500",Master of the Lathorp Tondo,Master of the Lathorp Tondo,,Master of the Lathorp Tondo,1500-1500,1500,1500,Artist,,,,,,Italian,Italian,,,,,,,,46264,,,,,,,,
NAM0740,Master of the Latour d'Auvergne Triptych,Master of the Latour d'Auvergne Triptych,Master of the Latour d'Auvergne Triptych,,Master of the Latour d'Auvergne Triptych,,,,Artist,,,,,,French,French,,,,,,,,36005,,,,,,,,
NAM0742,"Master of the Life of Saint John the Baptist, active c. 1325-1350",Master of the Life of Saint John the Baptist,Master of the Life of Saint John the Baptist,,Master of the Life of Saint John the Baptist,active c. 1325-1350,1300,1360,Artist,,,,,,Italian,Italian,500027824,http://vocab.getty.edu/page/ulan/500027824,95853288,http://viaf.org/viaf/95853288,,,,1697,,,,,,,,
NAM0743,"Master of the Loeser Madonna, active c. 1340",Master of the Loeser Madonna,Master of the Loeser Madonna,,Master of the Loeser Madonna,active c. 1340,1310,1350,Artist,,,,,,Italian,Italian,500107834,http://vocab.getty.edu/page/ulan/500107834,96487384,http://viaf.org/viaf/96487384,,,,,,,,,,,,
NAM0744,"Master of the Louvre Life of the Virgin, active mid-15th century",Master of the Louvre Life of the Virgin,Master of the Louvre Life of the Virgin,,Master of the Louvre Life of the Virgin,active mid-15th century,1425,1475,Artist,,,,,,Italian,Italian,500022463,http://vocab.getty.edu/page/ulan/500022463,95819598,http://viaf.org/viaf/95819598,,,,,,,,,5684,,,
NAM0745,"Master of the Louvre Predella, active mid 15th century",Master of the Louvre Predella,Master of the Louvre Predella,,Master of the Louvre Predella,active mid 15th century,1415,1485,Artist,,,,,,Venetian,Italian,,,,,,,,12962,,,,,3540,,,
NAM0746,"Master of the Marble Madonnas, active c. 1470/1500",Master of the Marble Madonnas,Master of the Marble Madonnas,,Master of the Marble Madonnas,active c. 1470/1500,1420,1510,Artist,,,,,,Florentine,Italian,500091912,http://vocab.getty.edu/page/ulan/500091912,96352834,http://viaf.org/viaf/96352834,,,,6506,"alt: Fiamberti, Tommaso or Fiomberti",,,,,,,
NAM0747,"Master of the Martelli Mirror, late 15th or early 16th century",Master of the Martelli Mirror,Master of the Martelli Mirror,,Master of the Martelli Mirror,late 15th or early 16th century,1475,1525,Artist,,,,,,"North Italian, possibly Mantuan",Italian,,,,,,,,48461,,,,,,,,
NAM0748,"Master of the Orcagnesque Misericordia, 1339-1399",Master of the Orcagnesque Misericordia,Master of the Orcagnesque Misericordia,,Master of the Orcagnesque Misericordia,1339-1399,1339,1399,Artist,,,,,,Italian,Italian,500022992,http://vocab.getty.edu/page/ulan/500022992,95822894,http://viaf.org/viaf/95822894,nr94017599,http://id.loc.gov/authorities/names/nr94017599,,37837,alt: Silvestro dei Gherarducci,,,,,,,
NAM0749,"Master of the Orpheus Legend, active fourth quarter 15th century",Master of the Orpheus Legend,Master of the Orpheus Legend,,Master of the Orpheus Legend,active fourth quarter 15th century,1450,1510,Artist,,,,,,Italian,Italian,,,,,,,,2186,,,,,,,,
NAM0750,"Master of the Osservanza, active late 1420s-early 1440s",Master of the Osservanza,Master of the Osservanza,,Master of the Osservanza,active late 1420s-early 1440s,1400,1455,Artist,,,,,,Sienese,Italian,500029605,http://vocab.getty.edu/page/ulan/500029605,74905858,http://viaf.org/viaf/74905858,,,,10791,,,,,,,,
NAM0751,"Master of the Pistorius Medal, active c. 1535/1544",Master of the Pistorius Medal,Master of the Pistorius Medal,,Master of the Pistorius Medal,active c. 1535/1544,1510,1554,Artist,,,,,,German,German,,,,,,,,2187,,,,,,,,
NAM0752,"Master of the Prado ""Adoration of the Magi"", active probably third quarter 15th century","Master of the Prado ""Adoration of the Magi""","Master of the Prado ""Adoration of the Magi""",,"Master of the Prado ""Adoration of the Magi""",active probably third quarter 15th century,1430,1485,Artist,,,,,,Netherlandish,Netherlandish,,,,,,,,5584,,,,,,,,
NAM0753,"Master of the Rinuccini Chapel, active 1350-1400",Master of the Rinuccini Chapel,Master of the Rinuccini Chapel,,Master of the Rinuccini Chapel,active 1350-1400,1325,1410,Artist,,,,,,Italian,Italian,500013068,http://vocab.getty.edu/page/ulan/500013068,95760818,http://viaf.org/viaf/95760818,,,,,,,,,,,,
NAM0754,"Master of the Roman Charity, active 16th century",Master of the Roman Charity,Master of the Roman Charity,,Master of the Roman Charity,active 16th century,1500,1599,Artist,,,,,,Paduan,Italian,,,,,,,,5538,,,,,,,,
NAM0755,"Master of the Saint Bartholomew Altar, active c. 1475/1510",Master of the Saint Bartholomew Altar,Master of the Saint Bartholomew Altar,,Master of the Saint Bartholomew Altar,active c. 1475/1510,1450,1520,Artist,,,,,,German,German,500017954,http://vocab.getty.edu/page/ulan/500017954,95791245,http://viaf.org/viaf/95791245,nr94015921,http://id.loc.gov/authorities/names/nr94015921,,1699,,,,,,,,
NAM0756,"Master of the Saint Lucy Legend, active c. 1480-c. 1510",Master of the Saint Lucy Legend,Master of the Saint Lucy Legend,,Master of the Saint Lucy Legend,active c. 1480-c. 1510,1455,1525,Artist,,,,,,Netherlandish,Netherlandish,500012152,http://vocab.getty.edu/page/ulan/500012152,42145602490301300000,http://viaf.org/viaf/42145602490301300000,,,,1703,,,,,,,,
NAM0757,Master of the Saint Marien Altarpiece,Master of the Saint Marien Altarpiece,Master of the Saint Marien Altarpiece,,Master of the Saint Marien Altarpiece,,,,Artist,,,,,,German,German,500064811,http://vocab.getty.edu/page/ulan/500064811,96125515,http://viaf.org/viaf/96125515,,,,35891,,,,,,,,
NAM0758,"Master of the San Lucchese Altarpiece, active 14th century",Master of the San Lucchese Altarpiece,Master of the San Lucchese Altarpiece,,Master of the San Lucchese Altarpiece,active 14th century,1300,1399,Artist,,,,,,Italian,Italian,500003382,http://vocab.getty.edu/page/ulan/500003382,95701177,http://viaf.org/viaf/95701177,,,,,,,,,,,,
NAM0759,"Master of the Sansepolcro Resurrection, active 14th century",Master of the Sansepolcro Resurrection,Master of the Sansepolcro Resurrection,,Master of the Sansepolcro Resurrection,active 14th century,1300,1399,Artist,,,,,,Italian,Italian,500119943,http://vocab.getty.edu/page/ulan/500119943,96567073,http://viaf.org/viaf/96567073,,,,,,,,,,,,
NAM0760,"Master of the Strauss Madonna, active late 14th / early 15th centuries",Master of the Strauss Madonna,Master of the Strauss Madonna,,Master of the Strauss Madonna,active late 14th / early 15th centuries,1350,1435,Artist,,,,,,Italian,Italian,500032106,http://vocab.getty.edu/page/ulan/500032106,95879368,http://viaf.org/viaf/95879368,,,,36935,alt: Master of the Academy,,,,,,,
NAM0761,"Master of the Washington Coronation, active first third 14th century",Master of the Washington Coronation,Master of the Washington Coronation,,Master of the Washington Coronation,active first third 14th century,1280,1340,Artist,,,,,,Italian,Italian,500019897,http://vocab.getty.edu/page/ulan/500019897,95803528,http://viaf.org/viaf/95803528,,,,38614,,,,,,,,
NAM0762,"Master P.G., active c. 1550",Master P.G.,Master P.G.,,Master P.G.,active c. 1550,1525,1575,Artist,,,,,,German,German,,,,,,,,5593,,,,,,,,
NAM0763,"Matteis, Paolo de, 1662-1728","Matteis, Paolo de",Matteis,Paolo de,Paolo de Matteis,1662-1728,1662,1728,Artist,,,,,,Italian,Italian,500017301,http://vocab.getty.edu/page/ulan/500017301,32895391,http://viaf.org/viaf/32895391,nr91023944,http://id.loc.gov/authorities/names/nr91023944,,37378,,,,,,,,
NAM0764,"Matteo da Bologna, Michele di, active 1410-1469","Matteo da Bologna, Michele di ",Matteo da Bologna,Michele di,Michele di Matteo da Bologna,active 1410-1469,1390,1479,Artist,,,,,,Italian,Italian,500020908,http://vocab.getty.edu/page/ulan/500020908,95809945,http://viaf.org/viaf/95809945,,,,37394,,,,,,,,
NAM0765,"Matteo di Pacino, active 1359-1374",Matteo di Pacino,Matteo di Pacino,,Matteo di Pacino,active 1359-1374,1339,1384,Artist,,,,,,Italian,Italian,500013321,http://vocab.getty.edu/page/ulan/500013321,281355503,http://viaf.org/viaf/281355503,,,,36011,,,,,,,,
NAM0766,"Bode, Wilhelm von, 1845-1929","Bode, Wilhelm von",Bode,Wilhelm von,,1845-1929,1845,1929,Other,,,,,,,,,,5059224,http://viaf.org/viaf/5059224,n50010050,http://id.loc.gov/authorities/names/n88088509,https://en.wikipedia.org/wiki/Wilhelm_von_Bode,,,,,,,,,
NAM0767,"Mazza, Tommaso del, active 1377-1392","Mazza, Tommaso del",Mazza,Tommaso del,Tommaso del Mazza,active 1377-1392,1357,1402,Artist,,,,,,Italian,Italian,500011318,http://vocab.getty.edu/page/ulan/500011318,20564844,http://viaf.org/viaf/20564844,no2001004222,http://id.loc.gov/authorities/names/no2001004222,https://en.wikipedia.org/wiki/Tommaso_del_Mazza,36113,alt: Master of the Saint Verdiana Panel,,,,,,,
NAM0768,"Mazziere, Agnolo di Domenico del, 1466-1513","Mazziere, Agnolo di Domenico del",Mazziere,Agnolo di Domenico del,Agnolo di Domenico del Mazziere,1466-1513,1466,1513,Artist,,,,,,Florentine,Italian,500019225,http://vocab.getty.edu/page/ulan/500019225,50334932,http://viaf.org/viaf/50334932,,,https://en.wikipedia.org/wiki/Agnolo_di_Domenico_del_Mazziere,26978,,,,,,,,
NAM0769,"Mazziere, Donnino di Domenico del, 1460-after 1515","Mazziere, Donnino di Domenico del",Mazziere,Donnino di Domenico del,Donnino di Domenico del Mazziere,1460-after 1515,1460,1520,Artist,,,,,,Florentine,Italian,500076732,http://vocab.getty.edu/page/ulan/500076732,96225259,http://viaf.org/viaf/96225259,,,,26979,,,,,,,,
NAM0770,"Mazzola, Filippo, c. 1460-1505","Mazzola, Filippo",Mazzola,Filippo,Filippo Mazzola,c. 1460-1505,1455,1505,Artist,,,,,,Parmese-Venetian,Italian,500026133,http://vocab.getty.edu/page/ulan/500026133,95842920; 8331476,http://viaf.org/viaf/95842920; http://viaf.org/viaf/8331476,nr2007009880,http://id.loc.gov/authorities/names/nr2007009880,,12994,,,,,,,,
NAM0771,"Mazzolino, Ludovico, c. 1480-c. 1530","Mazzolino, Ludovico",Mazzolino,Ludovico,Ludovico Mazzolino,c. 1480-c. 1530,1480,1530,Artist,,,,,,Italian,Italian,500024405,http://vocab.getty.edu/page/ulan/500024405,95831841; 70567876,http://viaf.org/viaf/95831841; http://viaf.org/viaf/70567876,n91037807,http://id.loc.gov/authorities/names/n91037807,,36396,,,,,,,,
NAM0772,"Mazzoni, Sebastiano, c. 1611-1678","Mazzoni, Sebastiano",Mazzoni,Sebastiano,Sebastiano Mazzoni,c. 1611-1678,1606,1678,Artist,,,,,,Italian,Italian,500013917,http://vocab.getty.edu/page/ulan/500013917,95766136; 18087335,http://viaf.org/viaf/95766136; http://viaf.org/viaf/18087335,nr00019441,http://id.loc.gov/authorities/names/nr00019441,,9715,,,,,,,,
NAM0773,"Mazzuoli, Giuseppe, 1644-1725","Mazzuoli, Giuseppe",Mazzuoli,Giuseppe,Giuseppe Mazzuoli,1644-1725,1644,1725,Artist,,,,,,Roman,Italian,500027402,http://vocab.getty.edu/page/ulan/500027402,69778779,http://viaf.org/viaf/69778779,,,,6507,,,,,,,,
NAM0774,"Mea, active c. 1510-1520",Mea,Mea,,Mea,active c. 1510-1520,1490,1530,Artist,,,,,,Mantuan,Italian,,,,,,,,2190,,,,,,,,
NAM0775,"Mead Art Museum, Amherst College, Amherst, Massachusetts","Mead Art Museum, Amherst College","Mead Art Museum, Amherst College",,,,,,Institution,Kress Study Collection,Current Owner,"Amherst, Massachusetts",Massachusetts,https://www.amherst.edu/museums/mead/,,,,,150424216,http://viaf.org/viaf/150424216,n85360501,http://id.loc.gov/authorities/names/n85360501,,11991,,,,,,,,
NAM0776,"Medalist of 1518, active 1518",Medalist of 1518,Medalist of 1518,,Medalist of 1518,active 1518,1498,1528,Artist,,,,,,French,French,,,,,,,,2191,,,,,,,,
NAM0777,"Medalist R.C., active second half 16th century",Medalist R.C.,Medalist R.C.,,Medalist R.C.,active second half 16th century,1530,1610,Artist,,,,,,Florentine,Italian,,,,,,,,2188,,,,,,,,
NAM0778,"Medalist T.R., active second half 16th century",Medalist T.R.,Medalist T.R.,,Medalist T.R.,active second half 16th century,1530,1610,Artist,,,,,,Italian,Italian,,,,,,,,2189,,,,,,,,
NAM0779,[Mela],,[Mela],,,,,,Seller,,,,,,,,,,,,,,,,,,ACQ352,,,,,
NAM0780,"Meldolla, called Schiavone, Andrea, c. 1500-1563","Meldolla, called Schiavone, Andrea",Meldolla,Andrea,Andrea Meldolla,c. 1500-1563,1495,1563,Artist,,,,,,Italian,Italian,500000550,http://vocab.getty.edu/page/ulan/500000550,95684005; 47558168,http://viaf.org/viaf/95684005; http://viaf.org/viaf/47558168,n80084600,http://id.loc.gov/authorities/names/n80084600,,30768,,,,,,,,
NAM0781,"Melioli, Bartolommeo, 1448-1514","Melioli, Bartolommeo",Melioli,Bartolommeo,Bartolommeo Melioli,1448-1514,1448,1514,Artist,,,,,,Mantuan,Italian,500054866,http://vocab.getty.edu/page/ulan/500054866,96047208,http://viaf.org/viaf/96047208,,,,2193,,,,,,,,
NAM0782,"Mello da Gubbio, active 14th century",Mello da Gubbio,Mello da Gubbio,,Mello da Gubbio,active 14th century,1300,1399,Artist,,,,,,Italian,Italian,500020951,http://vocab.getty.edu/page/ulan/500020951,95810219,http://viaf.org/viaf/95810219,,,,37746,,,,,3069,,,
NAM0783,"Melone, Altobello, 1490-1543","Melone, Altobello",Melone,Altobello,Altobello Melone,1490-1543,1490,1543,Artist,,,,,,Italian,Italian,500022050,http://vocab.getty.edu/page/ulan/500022050,939767,http://viaf.org/viaf/939767,nr99031144,http://id.loc.gov/authorities/names/nr99031144,,37393,,,,,3070,,,
NAM0784,"Melone, Giovanni Vincenzo, active 1571-1589","Melone, Giovanni Vincenzo",Melone,Giovanni Vincenzo,Giovanni Vincenzo Melone,active 1571-1589,1551,1599,Artist,,,,,,Italian,Italian,,,,,,,,2195,,,,,,,,
NAM0785,"Melozzo da Forli, 1438-1494",Melozzo da Forli,Melozzo da Forli,,Melozzo da Forli,1438-1494,1438,1494,Artist,,,,,,Umbrian,Italian,500020519,http://vocab.getty.edu/page/ulan/500020519,40174386,http://viaf.org/viaf/40174386,n86021753,http://id.loc.gov/authorities/names/n86021753,,12991,,,,,2802;2803,,,
NAM0786,"Memling, Hans, active c. 1465-1494","Memling, Hans",Memling,Hans,Hans Memling,active c. 1465-1494,1445,1494,Artist,,,,,,Netherlandish,Netherlandish,500005611,http://vocab.getty.edu/page/ulan/500005611,36926265,http://viaf.org/viaf/36926265,n50013910,http://id.loc.gov/authorities/names/n50013910,,1712,,,,,2955,,,
NAM0787,"Memphis Brooks Museum of Art, Memphis, Tennessee",Memphis Brooks Museum of Art,Memphis Brooks Museum of Art,,,,,,Institution,Kress Regional Collection,Current Owner,"Memphis, Tennessee",Tennessee,http://www.brooksmuseum.org,,,,,123939397,http://viaf.org/viaf/123939397,n83125249,http://id.loc.gov/authorities/names/n83125249,,11355,,,,,,,,
NAM0788,"Menabuoi, Giusto de', active from 1349-died by 1393","Menabuoi, Giusto de' ",Menabuoi,Giusto de',Giusto de' Menabuoi,active from 1349-died by 1393,1329,1393,Artist,,,,,,Florentine,Italian,500115735,http://vocab.getty.edu/page/ulan/500115735,49078129,http://viaf.org/viaf/49078129,nr90022870,http://id.loc.gov/authorities/names/nr90022870,,12500,,,,,,,,
NAM0789,"Mengs, Anton Raphael, 1728-1779","Mengs, Anton Raphael",Mengs,Anton Raphael,Anton Raphael Mengs,1728-1779,1728,1779,Artist,,,,,,German,German,500009824,http://vocab.getty.edu/page/ulan/500009824,54179382,http://viaf.org/viaf/54179382,n79089094,http://id.loc.gov/authorities/names/n79089094,,2415,,,,,,,,
NAM0790,"Merian I, Matthaus, 1593-1650","Merian I, Matthaus",Merian I,Matthaus,Matthaus Merian I,1593-1650,1593,1650,Artist,,,,,,German,German,500010137,http://vocab.getty.edu/page/ulan/500010137,32000392,http://viaf.org/viaf/32000392,n50035966,http://id.loc.gov/authorities/names/n50035966,,4966,,,,,,,,
NAM0791,"Mericci, Adele Barsanti",,"Mericci, Adele Barsanti",,,,,,Seller,,,,,,,,,,,,,,,,,,ACQ313,,,,,
NAM0792,"Buchner, Ernst, 1892-1962","Buchner, Ernst",Buchner,Ernst,,1892-1962,1892,1962,Other,,,,,,,,,,115065117,http://viaf.org/viaf/115065117,n88088509,http://id.loc.gov/authorities/names/n50010051,,,,,,,,,,
NAM0793,"Metropolitan Museum of Art, New York, New York",Metropolitan Museum of Art,Metropolitan Museum of Art,,,,,,Institution,Kress Special Collection,Current Owner,"New York, New York",New York,http://www.metmuseum.org/,,,,,126238294,http://viaf.org/viaf/126238294,n79129629,http://id.loc.gov/authorities/names/n79129629,,8850,,,,,,,,
NAM0794,"Burchard, Ludwig, 1886-1960","Burchard, Ludwig",Burchard,Ludwig,,1886-1960,1886,1960,Other,,,,,,,,,,97710126,http://viaf.org/viaf/97710126,n84092633,http://id.loc.gov/authorities/names/n84092633,,23685,,,,,,,,
NAM0795,"Museum of Fine Arts, Houston, Houston, Texas","Museum of Fine Arts, Houston","Museum of Fine Arts, Houston",,,,,,Institution,Kress Regional Collection,Current Owner,"Houston, Texas",Texas,http://www.mfah.org,,,,,154273837,http://viaf.org/viaf/154273837,n80120520,http://id.loc.gov/authorities/names/n80120520,,9769,,,,,,,,
NAM0796,"Michelangelo, 1475 -1564",Michelangelo,Michelangelo,,Michelangelo,1475 -1564,1465,1654,Artist,,,,,,Florentine,Italian,500010654,http://vocab.getty.edu/page/ulan/500010654,24585191,http://viaf.org/viaf/24585191,n80152368,http://id.loc.gov/authorities/names/n80152368,,3473,,,,,2016,,,
NAM0798,"Milanese 15th Century, 15th century",Milanese 15th Century,Milanese 15th Century,,Milanese 15th Century,15th century,1400,1499,Artist,,,,,,Milanese,Italian,,,,,,,,8297,,,,,,,,
NAM0799,"Milanese 16th Century, 16th century",Milanese 16th Century,Milanese 16th Century,,Milanese 16th Century,16th century,1500,1599,Artist,,,,,,Milanese,Italian,,,,,,,,8316,,,,,,,,
NAM0800,"Burg Berger, Erik","Burg Berger, Erik",Burg Berger,Erik,,,,,Other,,,,,,,,,,282507103,http://viaf.org/viaf/282507103,,,,,,,,,,,,
NAM0801,"Miller, Mrs. R. W., Jr. ",,"Miller, Mrs. R. W., Jr. ",,,,,,Seller,,,"Minden, New Jersey",New Jersey,,,,,,,,,,,,,,ACQ353,,,,,
NAM0803,"Minello, Antonio di Giovanni, c. 1465-c. 1529","Minello, Antonio di Giovanni",Minello,Antonio di Giovanni,Antonio di Giovanni Minello,c. 1465-c. 1529,1460,1534,Artist,,,,,,Italian,Italian,500029252,http://vocab.getty.edu/page/ulan/500029252,95862228,http://viaf.org/viaf/95862228,,,,28381,alt: Giovanni d'Antonio Minelli de Bardi,,,,3160,,,
