Name_ID ,Name_OfficialCombined,Name_Official,,Name_FirstName,Name_ForwardName,Name_DateExpression,Name_BirthDateFilter,Name_DeathDateFilter,Name_Type,Name_KressInstitutionType,Name_InstitutionStatus,Name_Location,Name_LocationFilter,Name_InstitutionWeb,Name_Nationality ,Name_NationalityFilter,Name_ULANID,Name_ULANURI,Name_VIAFID,Name_VIAFURI,Name_LCCNID,Name_LCCNURI,Name_WikipediaURL,Name_TMSID,Name_InternalNote,Name_RelatedObjectID,Name_RelatedAcquisitionID,Name_RelatedDocumentID,Name_RelatedObjectID (previous attribution),,,
NAM0160,"Bouchardon, Edme, 1698-1762","Bouchardon, Edme",Bouchardon,Edme,Edme Bouchardon,1698-1762,1698,1792,Artist,,,,,,French,French,500024658,http://vocab.getty.edu/page/ulan/500024658,64206515,http://viaf.org/viaf/64206515,nr99034050,http://id.loc.gov/authorities/names/nr99034050,https://en.wikipedia.org/wiki/Edm%C3%A9_Bouchardon,2038,,,,,,,,
NAM0161,[Le Bouhelec],,[Le Bouhelec],,,,,,Seller,,,"Paris, France",France,,,,,,,,,,,,,,ACQ220,,,,,
NAM0162,"Boucher, François, 1703-1770","Boucher, François",Boucher,François,François Boucher,1703-1770,1703,1770,Artist,,,,,,French,French,500032143,http://vocab.getty.edu/page/ulan/500032143,66517093,http://viaf.org/viaf/66517093,n50042112,http://id.loc.gov/authorities/names/n50042112,https://en.wikipedia.org/wiki/Fran%C3%A7ois_Boucher,996,,,,,,,,
NAM0164,"Bourdon, Sébastien, 1616-1671","Bourdon, Sébastien",Bourdon,Sébastien,Sébastien Bourdon,1616-1671,1616,1671,Artist,,,,,,French,French,500006900,http://vocab.getty.edu/page/ulan/500006900,2637215,http://viaf.org/viaf/2637215,nr94042918,http://id.loc.gov/authorities/names/nr94042918,https://en.wikipedia.org/wiki/S%C3%A9bastien_Bourdon,1004,,,,,,,,
NAM0165,"Bowdoin College Museum of Art, Brunswick, Maine",Bowdoin College Museum of Art,Bowdoin College Museum of Art,,,,,,Institution,Kress Study Collection,Current Owner,"Brunswick, Maine",Maine,https://www.bowdoin.edu/art-museum/index.html,,,,,132144549,http://viaf.org/viaf/132144549,n80113895,http://id.loc.gov/authorities/names/n80113895,https://en.wikipedia.org/wiki/Bowdoin_College_Museum_of_Art,10836,,,,,,,,
NAM0166,"Bragadin, Donato, c. 1400-1473","Bragadin, Donato",Bragadin,Donato,Donato Bragadin,c. 1400-1473,1495,1473,Artist,,,,,,Italian,Italian,500028083,http://vocab.getty.edu/page/ulan/500028083,95854977,http://viaf.org/viaf/95854977,,,,37828,,,,,2604,,,
NAM0167,"Bramantino, c. 1460-1530",Bramantino,Bramantino,,Bramantino,c. 1460-1530,1455,1530,Artist,,,,,,Milanese,Italian,500005572,http://vocab.getty.edu/page/ulan/500005572,100168678,http://viaf.org/viaf/100168678,n86861305,http://id.loc.gov/authorities/names/n86861305,https://en.wikipedia.org/wiki/Bramantino,1024,,,,,523,,,
NAM0168,"Braun, Johann Bartholomäus, died 1684","Braun, Johann Bartholomäus",Braun,Johann Bartholomäus,Johann Bartholomäus Braun,died 1684,1600,1684,Artist,,,,,,German,German,,,38079140,http://viaf.org/viaf/38079140,no00053226,http://id.loc.gov/authorities/names/no00053226,,2040,,,,,,,,
NAM0169,"Bregno, Andrea, 1418-1503","Bregno, Andrea",Bregno,Andrea,Andrea Bregno,1418-1503,1418,1503,Artist,,,,,,Italian,Italian,500020750,http://vocab.getty.edu/page/ulan/500020750,33082987,http://viaf.org/viaf/33082987,no2007061536,http://id.loc.gov/authorities/names/no2007061536,https://en.wikipedia.org/wiki/Andrea_Bregno,,,,,,3152,,,
NAM0170,"Brentano, Arthur, Jr. ",,"Brentano, Arthur, Jr. ",,,,,,Seller,,,"East Orange, New Jersey",New Jersey,,,,,,2230063,http://viaf.org/viaf/2230063,no2006109230,http://id.loc.gov/authorities/names/no2006109230,,36174,,,ACQ221,,,,,
NAM0171,"Brescianino, Andrea del, active c. 1507-1525","Brescianino, Andrea del",Brescianino,Andrea del,Andrea del Brescianino,active c. 1507-1525,1487,1535,Artist,,,,,,Italian,Italian,500012935,http://vocab.getty.edu/page/ulan/500012935,95759948,http://viaf.org/viaf/95759948,nr91029402,http://id.loc.gov/authorities/names/nr91029402,https://en.wikipedia.org/wiki/Andrea_del_Brescianino,37720,,,,,,,,
NAM0172,"Breu I, Jorg, c. 1480-1537","Breu I, Jorg",Breu I,Jorg,Jorg Breu I,c. 1480-1537,1475,1537,Artist,,,,,,German,German,500015741,http://vocab.getty.edu/page/ulan/500015741,311024368,http://viaf.org/viaf/311024368,n83154061,http://id.loc.gov/authorities/names/n83154061,,2400,Georg Breu the Elder - alt; 5/20,,,,,,,
NAM0173,"Briosco, Benedetto, active 1477-after 1514","Briosco, Benedetto",Briosco,Benedetto,Benedetto Briosco,active 1477-after 1514,1450,1525,Artist,,,,,,Lombard,Italian,500005635,http://vocab.getty.edu/page/ulan/500005635,122352816,http://viaf.org/viaf/122352816,,,https://en.wikipedia.org/wiki/Benedetto_Briosco,2042,,,,,,,,
NAM0174,"Briosco, called Riccio, Andrea, 1470-1532","Briosco, called Riccio, Andrea","Briosco, called Riccio",Andrea,Andrea Briosco,1470-1532,1470,1532,Artist,,,,,,Paduan,Italian,500025246,http://vocab.getty.edu/page/ulan/500025246,77111876,http://viaf.org/viaf/77111876,nr96007373,http://id.loc.gov/authorities/names/nr96007373,https://en.wikipedia.org/wiki/Andrea_Riccio,2244,,,,,2911,,,
NAM0175,"Briot, Nicolas, c. 1579-1646","Briot, Nicolas",Briot,Nicolas,Nicolas Briot,c. 1579-1646,1575,1646,Artist,,,,,,French,French,500041327,http://vocab.getty.edu/page/ulan/500041327,61821437,http://viaf.org/viaf/61821437,nb2007022485,http://id.loc.gov/authorities/names/nb2007022485,https://en.wikipedia.org/wiki/Nicholas_Briot,2043,,,,,,,,
NAM0176,British 17th Century,British 17th Century,British 17th Century,,British 17th Century,,1600,1699,Artist,,,,,,English,English,,,,,,,,2824,,,,,,,,
NAM0177,"Bronzino, Agnolo, 1503-1572","Bronzino, Agnolo",Bronzino,Agnolo,Agnolo Bronzino,1503-1572,1503,1572,Artist,,,,,,Florentine,Italian,500004362,http://vocab.getty.edu/page/ulan/500004362,106963584 ,http://viaf.org/viaf/106963584 ,n80116993,http://id.loc.gov/authorities/names/n80116993,https://en.wikipedia.org/wiki/Bronzino,1028,,,,,2837,,,
NAM0178,"Brooklyn Museum of Art, Brooklyn, New York",Brooklyn Museum of Art,Brooklyn Museum of Art,,,,,,Institution,Kress Gift Location,Current Owner,"Brooklyn, New York",New York,http://www.brooklynmuseum.org/,,,,,232208856,http://viaf.org/viaf/232208856,n79063288,http://id.loc.gov/authorities/names/n79063288,https://en.wikipedia.org/wiki/Brooklyn_Museum,45204,,,,,,,,
NAM0179,"Bruchsal, Alexander von, active c. 1494-1545","Bruchsal, Alexander von",Bruchsal,Alexander von,Alexander von Bruchsal,active c. 1494-1545,1490,1545,Artist,,,,,,German,German,,,,,,,,2044,,,,,,,,
NAM0180,"Brugghen, Hendrick ter, 1588-1629","Brugghen, Hendrick ter",Brugghen,Hendrick ter,Hendrick ter Brugghen,1588-1629,1588,1629,Artist,,,,,,Dutch,Dutch,500029568,http://vocab.getty.edu/page/ulan/500029568,47574251,http://viaf.org/viaf/47574251,nr88003650,http://id.loc.gov/authorities/names/nr88003650,https://en.wikipedia.org/wiki/Hendrick_ter_Brugghen,9714,,,,,,,,
NAM0182,"Bugiardini, Giuliano, 1475-1554","Bugiardini, Giuliano",Bugiardini,Giuliano,Giuliano Bugiardini,1475-1554,1475,1554,Artist,,,,,,Florentine,Italian,500011070,http://vocab.getty.edu/page/ulan/500011070,47641273,http://viaf.org/viaf/47641273,n87882828,http://id.loc.gov/authorities/names/n87882828,https://en.wikipedia.org/wiki/Giuliano_Bugiardini,1052,,,,,,,,
NAM0183,"Bulgarini, Bartolomeo, c. 1300-1378","Bulgarini, Bartolomeo",Bulgarini,Bartolomeo,Bartolomeo Bulgarini,c. 1300-1378,1295,1378,Artist,,,,,,Italian,Italian,500016602,http://vocab.getty.edu/page/ulan/500016602,95783010; 20627789,http://viaf.org/viaf/95783010; http://viaf.org/viaf/20627789,nr91000692,http://id.loc.gov/authorities/names/nr91000692,https://en.wikipedia.org/wiki/Bartolomeo_Bulgarini,37162,,,,,,,,
NAM0191,"Butinone, Bernardino, c. 1450-before 1510","Butinone, Bernardino",Butinone,Bernardino,Bernardino Butinone,c. 1450-before 1510,1445,1510,Artist,,,,,,Italian,Italian,500020947,http://vocab.getty.edu/page/ulan/500020947,95810203; 22948710,http://viaf.org/viaf/95810203; http://viaf.org/viaf/22948710,nr91014275,http://id.loc.gov/authorities/names/nr91014275,,,,,,,,,,
NAM0192,"Byk, Paul",,"Byk, Paul",,,,,,Seller,,,,,,,,,,,,,,,,,,ACQ357,,,,,
NAM0193,"Caccini, Giovanni Battista, 1556-1612/1613","Caccini, Giovanni Battista",Caccini,Giovanni Battista,Giovanni Battista Caccini,1556-1612/1613,1556,1613,Artist,,,,,,Italian,Italian,500007809,http://vocab.getty.edu/page/ulan/500007809,79202851,http://viaf.org/viaf/79202851,nr2001020073,http://id.loc.gov/authorities/names/nr2001020073,https://en.wikipedia.org/wiki/Giovanni_Battista_Caccini,5771,,,,,,,,
NAM0194,"Cagnacci, Guido, 1601-1663","Cagnacci, Guido",Cagnacci,Guido,Guido Cagnacci,1601-1663,1601,1663,Artist,,,,,,Italian,Italian,500017753,http://vocab.getty.edu/page/ulan/500017753,68012255,http://viaf.org/viaf/68012255,n88065908,http://id.loc.gov/authorities/names/n88065908,https://en.wikipedia.org/wiki/Guido_Cagnacci,22797,,,,,,,,
NAM0195,Gallerie Cailleux,,Gallerie Cailleux,,,,,,Seller,,,"Paris, France",France,,,,,,156695016,http://viaf.org/viaf/156695016,n50061350,http://id.loc.gov/authorities/names/n50061350,,687,,,ACQ222;ACQ223,,,,,
NAM0196,"Cairano, Gasparo, active 1489/1513-died by 1519","Cairano, Gasparo",Cairano,Gasparo,Gasparo Cairano,active 1489/1513-died by 1519,1450,1519,Artist,,,,,,Lombard,Italian,,,139965821,http://viaf.org/viaf/139965821,no2010121738,http://id.loc.gov/authorities/names/no2010121738,https://en.wikipedia.org/wiki/Gasparo_Cairano,30346,,,,,,,,
NAM0197,"Caletti, Giuseppe, active c. 1620/1660","Caletti, Giuseppe",Caletti,Giuseppe,Giuseppe Caletti,active c. 1620/1660,1600,1665,Artist,,,,,,Italian,Italian,500006705,http://vocab.getty.edu/page/ulan/500006705,2743062,http://viaf.org/viaf/2743062,no2015086654,http://id.loc.gov/authorities/names/no2015086654,https://en.wikipedia.org/wiki/Giuseppe_Caletti,49273,,,,,,,,
NAM0199,"Caliari, Benedetto, 1538-1598","Caliari, Benedetto",Caliari,Benedetto,Benedetto Caliari,1538-1598,1538,1598,Artist,,,,,,Italian,Italian,500000324,http://vocab.getty.edu/page/ulan/500000324,283616,http://viaf.org/viaf/283616,,,https://en.wikipedia.org/wiki/Benedetto_Caliari,37351,,,,,,,,
NAM0200,"Caliari, Carlo, 1570-1596","Caliari, Carlo",Caliari,Carlo,Carlo Caliari,1570-1596,1570,1596,Artist,,,,,,Italian,Italian,500018546,http://vocab.getty.edu/page/ulan/500018546,227722066,http://viaf.org/viaf/227722066,nr98035023,http://id.loc.gov/authorities/names/nr98035023,https://en.wikipedia.org/wiki/Carlo_Caliari,37504,,,,,2584,,,
NAM0201,"Cambiaso, Luca, 1527-1585","Cambiaso, Luca",Cambiaso,Luca,Luca Cambiaso,1527-1585,1527,1585,Artist,,,,,,Genoese,Italian,500115500,http://vocab.getty.edu/page/ulan/500115500,74123438 ,http://viaf.org/viaf/74123438 ,n85341207,http://id.loc.gov/authorities/names/n85341207,https://en.wikipedia.org/wiki/Luca_Cambiasi,2416,,,,,,,,
NAM0202,"Cambio, called Bombarda, Giovanni Battista, active c. 1540-1575","Cambio, called Bombarda, Giovanni Battista",Cambio,Giovanni Battista,Giovanni Battista Cambio,active c. 1540-1575,1500,1580,Artist,,,,,,Emilian,Italian,500103742,http://vocab.getty.edu/page/ulan/500103742,96452707,http://viaf.org/viaf/96452707,,,,2035,,,,,,,,
NAM0203,"Campagnola, Domenico, before 1500-1564","Campagnola, Domenico",Campagnola,Domenico,Domenico Campagnola,before 1500-1564,1490,1564,Artist,,,,,,Venetian,Italian,500006898,http://vocab.getty.edu/page/ulan/500006898,1112116,http://viaf.org/viaf/1112116,nr92038795,http://id.loc.gov/authorities/names/nr92038795,,2418,,,,,,,,
NAM0204,"Canaletto, 1697-1768",Canaletto,Canaletto,,Canaletto,1697-1768,1697,1768,Artist,,,,,,Venetian,Italian,500115269,http://vocab.getty.edu/page/ulan/500115269,88652637,http://viaf.org/viaf/88652637,n79065963,http://id.loc.gov/authorities/names/n79065963,,1080,,,,,3687,,,
NAM0205,"Candid, Peter, c. 1548-1628","Candid, Peter",Candid,Peter,Peter Candid,c. 1548-1628,1540,1628,Artist,,,,,,Flemish,Flemish,500030273,http://vocab.getty.edu/page/ulan/500030273, 204404481,http://viaf.org/viaf/ 204404481,nr93031555,http://id.loc.gov/authorities/names/nr93031555,,25192,,,,,,,,
NAM0206,"Candida, Giovanni, before 1450-c. 1499","Candida, Giovanni",Candida,Giovanni,Giovanni Candida,before 1450-c. 1499,1440,1500,Artist,,,,,,Italian,Italian,500063324,http://vocab.getty.edu/page/ulan/500063324,292746661,http://viaf.org/viaf/292746661,,,,2050,,,,,,,,
NAM0207,"Cane, Ottaviano, c. 1495-c. 1576","Cane, Ottaviano",Cane,Ottaviano,Ottaviano Cane,c. 1495-c. 1576,1490,1581,Artist,,,,,,Italian,Italian,500025345,http://vocab.getty.edu/page/ulan/500025345,95837864,http://viaf.org/viaf/95837864,,,,,,,,,,,,
NAM0208,"Capanna, Puccio, active 1341-1347","Capanna, Puccio",Capanna,Puccio,Puccio Capanna,active 1341-1347,1316,1357,Artist,,,,,,Italian,Italian,500022557,http://vocab.getty.edu/page/ulan/500022557,90390922,http://viaf.org/viaf/90390922,nr90023485,http://id.loc.gov/authorities/names/nr90023485,,,,,,,,,,
NAM0209,"Cariani, 1485/1490-1547 or after",Cariani,Cariani,,Cariani,1485/1490-1547 or after,1485,1550,Artist,,,,,,Venetian,Italian,500011806,http://vocab.getty.edu/page/ulan/500011806,19953613,http://viaf.org/viaf/19953613,n84024837,http://id.loc.gov/authorities/names/n84024837,https://en.wikipedia.org/wiki/Giovanni_Cariani,1087,,,,,,,,
NAM0210,"Carl, Matthäus, active c. 1584-1609","Carl, Matthäus",Carl,Matthäus,Matthäus Carl,active c. 1584-1609,1550,1615,Artist,,,,,,German,German,,,,,,,,2054,,,,,,,,
NAM0211,"Carlin, Martin, c. 1730-1785","Carlin, Martin",Carlin,Martin,Martin Carlin,c. 1730-1785,1725,1785,Artist,,,,,,French,French,500014041,http://vocab.getty.edu/page/ulan/500014041,295468953,http://viaf.org/viaf/295468953,n95092086,http://id.loc.gov/authorities/names/n95092086,,2302,,,,,,,,
NAM0212,Carmagnola 15th Century,Carmagnola 15th Century,Carmagnola 15th Century,,Carmagnola 15th Century,,1400,1499,Artist,,,,,,Italian,Italian,,,,,,,,8302,,,,,,,,
NAM0213,"Carnevale, Fra, active c. 1445-1484","Carnevale, Fra",Carnevale,Fra,Fra Carnevale,active c. 1445-1484,1420,1495,Artist,,,,,,Umbrian-Florentine,Italian,500030373,http://vocab.getty.edu/page/ulan/500030373,95868885,http://viaf.org/viaf/95868885,n98092134,http://id.loc.gov/authorities/names/n98092134,https://en.wikipedia.org/wiki/Fra_Carnevale,1691,,,,,,,,
NAM0214,"Caroto, Giovanni Francesco, c. 1480-1555/1558","Caroto, Giovanni Francesco",Caroto,Giovanni Francesco,Giovanni Francesco Caroto,c. 1480-1555/1558,1475,1558,Artist,,,,,,Veronese,Italian,500010796,http://vocab.getty.edu/page/ulan/500010796,44574551,http://viaf.org/viaf/44574551,,,https://en.wikipedia.org/wiki/Giovanni_Francesco_Caroto,12976,,,,,,,,
NAM0215,"Carpaccio, Vittore, c. 1460-1525/1526","Carpaccio, Vittore",Carpaccio,Vittore,Vittore Carpaccio,c. 1460-1525/1526,1460,1526,Artist,,,,,,Venetian,Italian,500015121,http://vocab.getty.edu/page/ulan/500015121,261297781,http://viaf.org/viaf/261297781,n82097632,http://id.loc.gov/authorities/names/n82097632,https://en.wikipedia.org/wiki/Vittore_Carpaccio,1092,,,,,3310,,,
NAM0216,"Carpeaux, Jean-Baptiste, 1827-1875","Carpeaux, Jean-Baptiste",Carpeaux,Jean-Baptiste,Jean-Baptiste Carpeaux,1827-1875,1827,1875,Artist,,,,,,French,French,500115348,http://vocab.getty.edu/page/ulan/500115348,39385758,http://viaf.org/viaf/39385758,n50032484,http://id.loc.gov/authorities/names/n50032484,https://en.wikipedia.org/wiki/Jean-Baptiste_Carpeaux,2056,,,,,,,,
NAM0217,"Carpioni, Giulio, c. 1613-1678","Carpioni, Giulio",Carpioni,Giulio,Giulio Carpioni,c. 1613-1678,1608,1678,Artist,,,,,,Venetian,Italian,500013592,http://vocab.getty.edu/page/ulan/500013592,27338640,http://viaf.org/viaf/27338640,nr91028778,http://id.loc.gov/authorities/names/nr91028778,https://en.wikipedia.org/wiki/Giulio_Carpioni,3695,,,,,,,,
NAM0218,"Carracci, Agostino, 1557-1602","Carracci, Agostino",Carracci,Agostino,Agostino Carracci,1557-1602,1557,1602,Artist,,,,,,Bolognese,Italian,500115349,http://vocab.getty.edu/page/ulan/500115349,61617497,http://viaf.org/viaf/61617497,n87839265,http://id.loc.gov/authorities/names/n87839265,https://en.wikipedia.org/wiki/Agostino_Carracci,2420,,,,,3288,,,
NAM0219,"Carracci, Annibale, 1560-1609","Carracci, Annibale",Carracci,Annibale,Annibale Carracci,1560-1609,1560,1609,Artist,,,,,,Bolognese,Italian,500115350,http://vocab.getty.edu/page/ulan/500115350,12405951,http://viaf.org/viaf/12405951,n80043473,http://id.loc.gov/authorities/names/n80043473,https://en.wikipedia.org/wiki/Annibale_Carracci,1096,,,,,2931;3169,,,
NAM0220,"Carracci, Lodovico, 1555-1619","Carracci, Lodovico",Carracci,Lodovico,Lodovico Carracci,1555-1619,1555,1619,Artist,,,,,,Bolognese,Italian,500009619,http://vocab.getty.edu/page/ulan/500009619,29596926,http://viaf.org/viaf/29596926,n82024033,http://id.loc.gov/authorities/names/n82024033,https://en.wikipedia.org/wiki/Ludovico_Carracci,1098,,,,,,,,
NAM0221,"Carriera, Rosalba, 1675-1757","Carriera, Rosalba",Carriera,Rosalba,Rosalba Carriera,1675-1757,1675,1757,Artist,,,,,,Venetian,Italian,500115351,http://vocab.getty.edu/page/ulan/500115351,69054232,http://viaf.org/viaf/69054232,n85325406,http://id.loc.gov/authorities/names/n85325406,https://en.wikipedia.org/wiki/Rosalba_Carriera,1101,,,,,,,,
NAM0222,Casa Antiquaria Bruschi & Riccardi,,Casa Antiquaria Bruschi & Riccardi,,,,,,Seller,,,"Florence, Italy",Italy,,,,,,,,,,,,,,ACQ224,DOC16380,,,,
NAM0223,"Caselli, Cristoforo, c. 1460-1521","Caselli, Cristoforo",Caselli,Cristoforo,Cristoforo Caselli,c. 1460-1521,1460,1521,Artist,,,,,,Italian,Italian,500016260,http://vocab.getty.edu/page/ulan/500016260,23230360,http://viaf.org/viaf/23230360,,,https://en.wikipedia.org/wiki/Cristoforo_Caselli,36123,,,,,,,,
NAM0225,"Casone, Felice Antonio, 1559-1634","Casone, Felice Antonio",Casone,Felice Antonio,Felice Antonio Casone,1559-1634,1559,1634,Artist,,,,,,Bolognese,Italian,500095442,http://vocab.getty.edu/page/ulan/500095442,88990274,http://viaf.org/viaf/88990274,,,,2058,,,,,,,,
NAM0226,"Castiglione, Giovanni Benedetto, 1609-1664","Castiglione, Giovanni Benedetto",Castiglione,Giovanni Benedetto,Giovanni Benedetto Castiglione,1609-1664,1609,1664,Artist,,,,,,Italian,Italian,500115299,http://vocab.getty.edu/page/ulan/500115299,34728703,http://viaf.org/viaf/34728703,n80098292,http://id.loc.gov/authorities/names/n80098292,https://en.wikipedia.org/wiki/Giovanni_Benedetto_Castiglione,2426,,,,,2970,,,
NAM0227,"Castiglione, Salvatore, 1620-1676","Castiglione, Salvatore",Castiglione,Salvatore,Salvatore Castiglione,1620-1676,1620,1676,Artist,,,,,,Italian,Italian,500008167,http://vocab.getty.edu/page/ulan/500008167,68877108,http://viaf.org/viaf/68877108,nr2003041241,http://id.loc.gov/authorities/names/nr2003041241,https://en.wikipedia.org/wiki/Salvatore_Castiglione,36831,,,,,,,,
NAM0228,"Catena, Vincenzo, c. 1470-1531","Catena, Vincenzo",Catena,Vincenzo,Vincenzo Catena,c. 1470-1531,1465,1531,Artist,,,,,,Venetian,Italian,500019821,http://vocab.getty.edu/page/ulan/500019821,95803027,http://viaf.org/viaf/95803027,nr2002024298,http://id.loc.gov/authorities/names/nr2002024298,https://en.wikipedia.org/wiki/Vincenzo_Catena,12490,,,,,,,,
NAM0229,"Cattaneo, Danese, 1509-1573","Cattaneo, Danese",Cattaneo,Danese,Danese Cattaneo,1509-1573,1504,1573,Artist,,,,,,Venetian,Italian,500029294,http://vocab.getty.edu/page/ulan/500029294,95862450,http://viaf.org/viaf/95862450,nr98029161,http://id.loc.gov/authorities/names/nr98029161,https://en.wikipedia.org/wiki/Danese_Cattaneo,2060,,,,,,,,
NAM0230,"Cavalli, Gian Marco, before 1454-in or after 1508","Cavalli, Gian Marco",Cavalli,Gian Marco,Gian Marco Cavalli,before 1454-in or after 1508,1450,1510,Artist,,,,,,Mantuan,Italian,500001047,http://vocab.getty.edu/page/ulan/500001047,95686988,http://viaf.org/viaf/95686988,,,,2061,,,,,,,,
NAM0232,"Cavino, Giovanni da, 1500-1570","Cavino, Giovanni da",Cavino,Giovanni da,Giovanni da Cavino,1500-1570,1500,1570,Artist,,,,,,Paduan,Italian,500002859,http://vocab.getty.edu/page/ulan/500002859,77204861,http://viaf.org/viaf/77204861,,,https://it.wikipedia.org/wiki/Giovanni_da_Cavino,2062,,,,,,,,
NAM0233,"Cecco di Pietro, active 1370, died before 1402",Cecco di Pietro,Cecco di Pietro,,Cecco di Pietro,"active 1370, died before 1402",1350,1402,Artist,,,,,,Italian,Italian,500020545,http://vocab.getty.edu/page/ulan/500020545,231355930,http://viaf.org/viaf/231355930,nr89002467,http://id.loc.gov/authorities/names/nr89002467,,35745,,,,,,,,
NAM0235,"Cellini, Benvenuto, 1500-1571","Cellini, Benvenuto",Cellini,Benvenuto,Benvenuto Cellini,1500-1571,1500,1571,Artist,,,,,,Florentine,Italian,500115352,http://vocab.getty.edu/page/ulan/500115352,56629983,http://viaf.org/viaf/56629983,n79064913,http://id.loc.gov/authorities/names/n79064913,https://en.wikipedia.org/wiki/Benvenuto_Cellini,2063,,,,,,,,
NAM0236,"Cenni di Francesco, active 1369-1415",Cenni di Francesco,Cenni di Francesco,,Cenni di Francesco,active 1369-1415,1365,1419,Artist,,,,,,Florentine,Italian,500000459,http://vocab.getty.edu/page/ulan/500000459,95683456,http://viaf.org/viaf/95683456,nr92045126,http://id.loc.gov/authorities/names/nr92045126,https://en.wikipedia.org/wiki/Cenni_di_Francesco,12923,,,,,,,,
NAM0237,Central Picture Galleries,,Central Picture Galleries,,,,,,Seller,,,"New York, New York",New York,,,,,,,,,,,46272,,,ACQ225,,,,,
NAM0238,"Ceruti, Giacomo Antonio Melchiorre, 1698-1767","Ceruti, Giacomo Antonio Melchiorre",Ceruti,Giacomo Antonio Melchiorre,Giacomo Antonio Melchiorre Ceruti,1698-1767,1698,1767,Artist,,,,,,Italian,Italian,500016508,http://vocab.getty.edu/page/ulan/500016508,42635742,http://viaf.org/viaf/42635742,n83229476,http://id.loc.gov/authorities/names/n83229476,https://en.wikipedia.org/wiki/Giacomo_Ceruti,36019,alt: Il Pitocchetto,,,,,,,
NAM0239,"Cesare da Bagno, c. 1530-1564",Cesare da Bagno,Cesare da Bagno,,Cesare da Bagno,c. 1530-1564,1525,1564,Artist,,,,,,Florentine,Italian,,,,,,,https://en.wikipedia.org/wiki/Cesare_da_Bagno,2064,,,,,,,,
NAM0240,"Cesati, Alessandro, called Il Grechetto, active 1538/1564","Cesati, Alessandro, called Il Grechetto",Cesati,Alessandro,Alessandro Cesati,active 1538/1564,1533,1569,Artist,,,,,,Roman,Italian,500068265,http://vocab.getty.edu/page/ulan/500068265,96154468,http://viaf.org/viaf/96154468,n94076926,http://id.loc.gov/authorities/names/n94076926,,2124,,,,,,,,
NAM0241,"Champaigne, Philippe de, 1602-1674","Champaigne, Philippe de",Champaigne,Philippe de,Philippe de Champaigne,1602-1674,1602,1664,Artist,,,,,,French,French,500115355,http://vocab.getty.edu/page/ulan/500115355,4917729,http://viaf.org/viaf/4917729,n86871334,http://id.loc.gov/authorities/names/n86871334,https://en.wikipedia.org/wiki/Philippe_de_Champaigne,1119,,,,,,,,
NAM0242,"Chardin, Jean Siméon, 1699-1779","Chardin, Jean Siméon",Chardin,Jean Siméon,Jean Siméon Chardin,1699-1779,1699,1779,Artist,,,,,,French,French,500115331,http://vocab.getty.edu/page/ulan/500115331,12392613,http://viaf.org/viaf/12392613,n79061326,http://id.loc.gov/authorities/names/n79061326,https://en.wikipedia.org/wiki/Jean-Baptiste-Sim%C3%A9on_Chardin,1127,,,,,1729,,,
NAM0243,"Musée national du château de Versailles, Versailles, France",Musée national du château de Versailles,Musée national du château de Versailles,,,,,,Institution,Kress Gift Location,Current Owner,"Versailles, France",France,http://www.chateauversailles.fr/,,,,,274558508,http://viaf.org/viaf/274558508,n94088989,http://id.loc.gov/authorities/names/n94088989,https://en.wikipedia.org/wiki/Palace_of_Versailles,14327,,,,,,,,
NAM0244,"Chazen Museum of Art, University of Wisconsin-Madison, Madison, Wisconsin","Chazen Museum of Art, University of Wisconsin-Madison","Chazen Museum of Art, University of Wisconsin-Madison",,,,,,Institution,Kress Study Collection,Current Owner,"Madison, Wisconsin",Wisconsin,https://www.chazen.wisc.edu/,,,,,147084993,http://viaf.org/viaf/147084993,no2005103291,http://id.loc.gov/authorities/names/no2005103291,https://en.wikipedia.org/wiki/Chazen_Museum_of_Art,34501,,,,,,,,
NAM0247,"Christus, Petrus, active 1444-1475/1476","Christus, Petrus",Christus,Petrus,Petrus Christus,active 1444-1475/1476,1424,1486,Artist,,,,,,Netherlandish,Netherlandish,500032549,http://vocab.getty.edu/page/ulan/500032549,196954646 ,http://viaf.org/viaf/196954646 ,n88246784,http://id.loc.gov/authorities/names/n88246784,https://en.wikipedia.org/wiki/Petrus_Christus,1136,,,,,,,,
NAM0248,Church of St. Lawrence,,Church of St. Lawrence,,,,,,Seller,,,"Nuremberg, Germany",Germany,,,,,,133712827,http://viaf.org/viaf/133712827,n82070036,http://id.loc.gov/authorities/names/n82070036,,,,,ACQ305,,,,,
NAM0249,"Ciampanti, Michele (Stratonice Master), active from 1463, died 1521","Ciampanti, Michele (Stratonice Master)",Ciampanti,Michele (Stratonice Master),Michele Ciampanti (Stratonice Master),"active from 1463, died 1521",1463,1521,Artist,,,,,,Italian,Italian,500032984,http://vocab.getty.edu/page/ulan/500032984,37824099,http://viaf.org/viaf/37824099,n96020299,http://id.loc.gov/authorities/names/n96020299,https://en.wikipedia.org/wiki/Michele_Ciampanti,36346,,,,,,,,
